NBR,AIRLINES,ACTIONCODE,ARR,DEP,From,To,DOS,OverN,SEATS,TYPE,ORR,PRE,ETA_R,ETD_R,ETA_C,ETD_C,NEX,DES,SERVICE TYPE,1,2,3,4,5,6,7
1437,VN,K,7387,,2024-04-18,2024-05-01,0000500,0,184,321,DLI,DLI,12:45,,12:45,,,,G,,,,,5,,
1438,VN,K,,7823,2024-04-18,2024-05-01,1234500,0,184,321,,,,6:50,,6:50,PQC,PQC,G,1,2,3,4,5,,
1439,VN,K,7395,,2024-04-18,2024-05-01,1200060,0,184,321,UIH,UIH,13:50,,13:50,,,,G,1,2,,,,6,
1440,VN,K,7353,,2024-04-18,2024-05-01,1204060,0,184,321,CXR,CXR,13:40,,13:40,,,,G,1,2,,4,,6,
1441,VN,K,,7825,2024-04-18,2024-05-01,0200000,0,184,321,,,,13:40,,13:40,PQC,PQC,G,,2,,,,,
1442,VN,K,,7825,2024-04-18,2024-05-01,0004500,0,184,321,,,,14:10,,14:10,PQC,PQC,G,,,,4,5,,
1443,VN,K,7103,,2024-04-18,2024-05-01,0000007,0,184,321,DAD,DAD,7:50,,7:50,,,,G,,,,,,,7
1444,VN,K,7103,,2024-04-18,2024-05-01,0200000,0,184,321,DAD,DAD,7:30,,7:30,,,,G,,2,,,,,
1445,VN,K,7103,,2024-04-18,2024-05-01,0030000,0,184,321,DAD,DAD,7:45,,7:45,,,,G,,,3,,,,
1446,VN,K,8143,,2024-04-18,2024-05-23,0204000,0,203,321,DAD,DAD,14:45,,14:45,,,,J,,2,,4,,,
1447,VN,K,,8172,2024-04-18,2024-05-22,1030000,0,184,321,,,,1:05,,1:05,HPH,HPH,J,1,,3,,,,
1448,VN,K,8143,,2024-04-18,2024-05-19,0000007,0,203,321,DAD,DAD,14:45,,14:45,,,,J,,,,,,,7
1449,VN,K,,8350,2024-04-18,2024-05-01,0004007,0,184,321,,,,4:20,,4:20,CXR,CXR,J,,,,4,,,7
1450,VN,K,8173,,2024-04-18,2024-05-01,0000007,0,184,321,HPH,HPH,6:30,,6:30,,,,J,,,,,,,7
1451,VN,K,,8140,2024-04-18,2024-05-01,0000007,0,184,321,,,,14:20,,14:20,DAD,DAD,J,,,,,,,7
1452,VN,K,8145,,2024-04-18,2024-05-01,0000007,0,184,321,DAD,DAD,17:30,,17:30,,,,J,,,,,,,7
1453,VN,K,8826,,2024-04-18,2024-05-01,0000007,0,184,321,PQC,PQC,6:15,,6:15,,,,J,,,,,,,7
1454,VN,K,,8827,2024-04-18,2024-05-01,0000007,0,184,321,,,,3:10,,3:10,PQC,PQC,J,,,,,,,7
1455,VN,K,,8268,2024-04-18,2024-05-01,1234060,0,184,321,,,,6:55,,6:55,VII,VII,J,1,2,3,4,,6,
1456,VN,K,,8370,2024-04-18,2024-05-01,0000060,0,184,321,,,,23:15,,23:15,HUI,HUI,J,,,,,,6,
1457,VN,K,8173,,2024-04-18,2024-05-01,0000500,0,184,321,HPH,HPH,6:30,,6:30,,,,J,,,,,5,,
1458,VN,K,8826,,2024-04-18,2024-05-01,0004000,0,184,321,PQC,PQC,6:15,,6:15,,,,J,,,,4,,,
1459,VN,K,,8827,2024-04-18,2024-05-01,0204000,0,184,321,,,,3:10,,3:10,PQC,PQC,J,,2,,4,,,
1460,VN,K,8345,,2024-04-18,2024-05-01,0030000,0,184,321,CXR,CXR,3:10,,3:10,,,,J,,,3,,,,
1461,VN,K,,8825,2024-04-18,2024-05-01,0030000,0,184,321,,,,7:35,,7:35,PQC,PQC,J,,,3,,,,
1462,VN,K,,8124,2024-04-18,2024-05-01,1000567,0,184,321,,,,2:50,,2:50,DAD,DAD,J,1,,,,5,6,7
1463,VN,K,8125,,2024-04-18,2024-05-01,1000000,0,184,321,DAD,DAD,6:45,,6:45,,,,J,1,,,,,,
1464,VN,K,8345,,2024-04-18,2024-05-01,1000000,0,184,321,CXR,CXR,3:10,,3:10,,,,J,1,,,,,,
1465,VN,K,8351,,2024-04-18,2024-05-01,1234060,0,184,321,CXR,CXR,7:35,,7:35,,,,J,1,2,3,4,,6,
1466,VN,K,,8380,2024-04-18,2024-05-01,0000007,0,184,321,,,,23:15,,23:15,DLI,DLI,J,,,,,,,7
1467,VN,K,8820,,2024-04-18,2024-05-01,0000007,0,184,321,PQC,PQC,2:50,,2:50,,,,J,,,,,,,7
1468,VN,K,8824,,2024-04-18,2024-05-01,0204000,0,184,321,PQC,PQC,10:40,,10:40,,,,J,,2,,4,,,
1469,VN,K,,8825,2024-04-18,2024-05-01,1000000,0,184,321,,,,7:35,,7:35,PQC,PQC,J,1,,,,,,
1470,VN,K,1173,,2024-04-18,2024-05-01,1234560,0,184,321,HPH,HPH,3:55,,3:55,,,,J,1,2,3,4,5,6,
1471,VN,K,,1172,2024-04-18,2024-05-01,1234500,0,184,321,,,,22:45,,22:45,HPH,HPH,J,1,2,3,4,5,,
1472,VN,K,,1172,2024-04-18,2024-05-01,0000007,0,184,321,,,,22:45,,22:45,HPH,HPH,J,,,,,,,7
1473,VN,K,,1172,2024-04-18,2024-05-01,0000060,0,184,321,,,,22:45,,22:45,HPH,HPH,J,,,,,,6,
1474,VN,K,1173,,2024-04-18,2024-05-01,0000007,0,184,321,HPH,HPH,3:55,,3:55,,,,J,,,,,,,7
1475,VN,K,,7464,2024-04-18,2024-05-01,0234567,0,184,321,,,,22:45,,22:45,VCL,VCL,G,,2,3,4,5,6,7
1476,VN,K,7107,,2024-04-18,2024-05-01,1234567,0,184,321,DAD,DAD,17:35,,17:35,,,,G,1,2,3,4,5,6,7
1477,VN,K,7465,,2024-04-18,2024-05-01,0200007,0,184,321,VCL,VCL,2:20,,2:20,,,,J,,2,,,,,7
1478,VN,K,,302,2024-04-18,2024-04-21,1004060,0,305,359,,,,23:10,,23:10,NRT,NRT,J,1,,,4,,6,
1479,VN,K,5595,,2024-04-18,2024-05-01,1204060,0,184,321,HKG,HKG,10:10,,10:10,,,,J,1,2,,4,,6,
1480,VN,K,,5651,2024-04-18,2024-05-01,1030507,0,184,321,,,,2:05,,2:05,SIN,SIN,J,1,,3,,5,,7
1481,VN,K,5772,,2024-04-18,2024-05-01,0000507,0,305,359,SYD,SYD,9:10,,9:10,,,,J,,,,,5,,7
1482,VN,K,5780,,2024-04-18,2024-05-01,0204560,0,305,359,MEL,MEL,9:25,,9:25,,,,J,,2,,4,5,6,
1483,VN,K,656,,2024-04-18,2024-05-01,1234567,0,184,321,SIN,SIN,15:15,,15:15,,,,J,1,2,3,4,5,6,7
1484,VN,K,517,,2024-04-18,2024-05-01,0200500,0,184,321,PKX,PKX,5:35,,5:35,,,,J,,2,,,5,,
1485,VN,K,,657,2024-04-18,2024-05-01,0004000,0,184,321,,,,9:10,,9:10,SIN,SIN,J,,,,4,,,
1486,VN,K,,302,2024-04-18,2024-05-01,0000500,0,305,359,,,,23:10,,23:10,NRT,NRT,J,,,,,5,,
1487,VN,K,48,,2024-04-18,2024-05-01,0204060,0,280,332,MUC,MUC,21:30,,21:30,,,,J,,2,,4,,6,
1488,VN,K,769,,2024-04-18,2024-05-01,1030500,0,203,321,SZX,SZX,21:45,,21:45,,,,J,1,,3,,5,,
1489,VN,K,,302,2024-04-18,2024-05-01,0200000,0,305,359,,,,23:10,,23:10,NRT,NRT,J,,2,,,,,
1490,VN,K,,764,2024-04-18,2024-05-01,0004000,0,203,321,,,,15:45,,15:45,HAK,HAK,C,,,,4,,,
1491,VN,K,,768,2024-04-18,2024-05-01,1030500,0,203,321,,,,16:30,,16:30,SZX,SZX,C,1,,3,,5,,
1492,VN,K,595,,2024-04-18,2024-05-01,1000000,0,184,321,HKG,HKG,10:15,,10:15,,,,J,1,,,,,,
1493,VN,K,,516,2024-04-18,2024-05-01,0200000,0,184,321,,,,17:45,,17:45,PKX,PKX,J,,2,,,,,
1494,VN,K,,516,2024-04-18,2024-05-04,1004060,0,184,321,,,,17:45,,17:45,PKX,PKX,J,1,,,4,,6,
1495,VN,K,5351,,2024-04-18,2024-05-01,0030000,0,178,321,FUK,FUK,6:50,,6:50,,,,J,,,3,,,,
1496,VN,K,5341,,2024-04-18,2024-05-01,1234060,0,305,359,NGO,NGO,6:45,,6:45,,,,J,1,2,3,4,,6,
1497,VN,K,,47,2024-04-18,2024-05-01,1000000,0,280,332,,,,16:30,,16:30,MUC,MUC,J,1,,,,,,
1498,VN,K,,302,2024-04-26,2024-05-01,1004060,0,305,359,,,,23:10,,23:10,NRT,NRT,J,1,,,4,,6,
1499,VN,K,790,,2024-05-06,2024-09-02,1000000,0,274,789,PER,PER,23:10,,23:10,,,,J,1,,,,,,
1500,VN,K,,977,2024-05-07,2024-09-05,0204000,0,203,321,,,,11:25,,11:25,DEL,DEL,J,,2,,4,,,
1501,VN,K,341,,2024-05-09,2024-05-30,0004000,0,184,321,NGO,NGO,5:45,,5:45,,,,J,,,,4,,,
1502,VN,K,,977,2024-05-11,2024-08-31,0000060,0,203,321,,,,11:25,,11:25,DEL,DEL,J,,,,,,6,
1503,VN,K,1381,,2024-05-11,2024-05-16,0000060,0,184,321,DLI,DLI,2:45,,2:45,,,,J,,,,,,6,
1504,VN,K,,1893,2024-05-20,2024-10-20,0000007,0,68,AT7,,,,0:45,,0:45,VCS,VCS,J,,,,,,,7
1505,VN,K,105,,2024-05-23,2024-10-25,0000500,0,184,321,DAD,DAD,0:45,,0:45,,,,J,,,,,5,,
1506,VN,K,205,,2024-05-24,2024-09-04,1234567,0,184,321,HAN,HAN,0:15,,0:15,,,,J,1,2,3,4,5,6,7
1507,VN,K,249,,2024-05-24,2024-09-04,0000007,0,311,789,HAN,HAN,10:45,,10:45,,,,J,,,,,,,7
1508,VN,K,,1350,2024-05-24,2024-09-04,1204060,0,184,321,,,,11:30,,11:30,CXR,CXR,J,1,2,,4,,6,
1509,VN,K,1351,,2024-05-24,2024-09-04,1204060,0,184,321,CXR,CXR,15:10,,15:10,,,,J,1,2,,4,,6,
1510,VN,K,,1376,2024-05-24,2024-09-04,0000007,0,184,321,,,,12:10,,12:10,HUI,HUI,J,,,,,,,7
1511,VN,K,1377,,2024-05-24,2024-09-04,1234560,0,184,321,HUI,HUI,16:05,,16:05,,,,J,1,2,3,4,5,6,
1512,VN,K,,106,2024-05-24,2024-09-04,0000007,0,184,321,,,,23:00,,23:00,DAD,DAD,J,,,,,,,7
1513,VN,K,147,,2024-05-24,2024-09-04,1204060,0,184,321,DAD,DAD,16:55,,16:55,,,,J,1,2,,4,,6,
1514,VN,K,147,,2024-05-24,2024-09-04,0000007,0,184,321,DAD,DAD,16:55,,16:55,,,,J,,,,,,,7
1515,VN,K,147,,2024-05-24,2024-09-04,0030500,0,184,321,DAD,DAD,16:55,,16:55,,,,J,,,3,,5,,
1516,VN,K,,1354,2024-05-24,2024-09-04,1230000,0,184,321,,,,13:05,,13:05,CXR,CXR,J,1,2,3,,,,
1517,VN,K,,1354,2024-05-24,2024-08-31,0004560,0,184,321,,,,13:05,,13:05,CXR,CXR,J,,,,4,5,6,
1518,VN,K,,1354,2024-05-24,2024-09-01,0000007,0,184,321,,,,13:05,,13:05,CXR,CXR,J,,,,,,,7
1519,VN,K,,1380,2024-05-24,2024-09-01,0000007,0,184,321,,,,0:05,,0:05,DLI,DLI,J,,,,,,,7
1520,VN,K,,1380,2024-05-24,2024-07-05,0030500,0,184,321,,,,0:05,,0:05,DLI,DLI,J,,,3,,5,,
1521,VN,K,,1380,2024-05-24,2024-09-03,1200000,0,184,321,,,,0:05,,0:05,DLI,DLI,J,1,2,,,,,
1522,VN,K,,1380,2024-05-24,2024-06-27,0004000,0,184,321,,,,0:05,,0:05,DLI,DLI,J,,,,4,,,
1523,VN,K,,1380,2024-05-24,2024-08-31,0000060,0,184,321,,,,0:05,,0:05,DLI,DLI,J,,,,,,6,
1524,VN,K,1381,,2024-05-24,2024-09-03,0204000,0,184,321,DLI,DLI,2:45,,2:45,,,,J,,2,,4,,,
1525,VN,K,1381,,2024-05-24,2024-06-30,0000007,0,184,321,DLI,DLI,2:45,,2:45,,,,J,,,,,,,7
1526,VN,K,1381,,2024-05-24,2024-08-30,0000500,0,184,321,DLI,DLI,2:45,,2:45,,,,J,,,,,5,,
1527,VN,K,1381,,2024-05-24,2024-09-02,1000000,0,184,321,DLI,DLI,2:45,,2:45,,,,J,1,,,,,,
1528,VN,K,1381,,2024-05-24,2024-08-31,0000060,0,184,321,DLI,DLI,2:45,,2:45,,,,J,,,,,,6,
1529,VN,K,1381,,2024-05-24,2024-09-04,0030000,0,184,321,DLI,DLI,2:45,,2:45,,,,J,,,3,,,,
1530,VN,K,,1376,2024-05-24,2024-09-04,1234560,0,184,321,,,,12:10,,12:10,HUI,HUI,J,1,2,3,4,5,6,
1531,VN,K,249,,2024-05-24,2024-09-04,1234560,0,311,789,HAN,HAN,10:45,,10:45,,,,J,1,2,3,4,5,6,
1532,VN,K,265,,2024-05-24,2024-09-04,0030000,0,311,789,HAN,HAN,15:45,,15:45,,,,J,,,3,,,,
1533,VN,K,265,,2024-05-24,2024-09-04,1204560,0,311,789,HAN,HAN,15:45,,15:45,,,,J,1,2,,4,5,6,
1534,VN,K,265,,2024-05-24,2024-09-04,0000007,0,311,789,HAN,HAN,15:45,,15:45,,,,J,,,,,,,7
1535,VN,K,223,,2024-05-24,2024-09-04,1234567,0,367,781,HAN,HAN,18:15,,18:15,,,,J,1,2,3,4,5,6,7
1536,VN,K,,204,2024-05-24,2024-09-04,1234567,0,184,321,,,,22:00,,22:00,HAN,HAN,J,1,2,3,4,5,6,7
1537,VN,K,,252,2024-05-24,2024-09-04,1200500,0,311,789,,,,9:40,,9:40,HAN,HAN,J,1,2,,,5,,
1538,VN,K,,252,2024-05-24,2024-09-04,0034060,0,311,789,,,,9:40,,9:40,HAN,HAN,J,,,3,4,,6,
1539,VN,K,,262,2024-05-24,2024-09-04,0000500,0,311,789,,,,12:30,,12:30,HAN,HAN,J,,,,,5,,
1540,VN,K,,256,2024-05-24,2024-09-04,0000007,0,305,359,,,,13:45,,13:45,HAN,HAN,J,,,,,,,7
1541,VN,K,,256,2024-05-24,2024-09-04,1234060,0,305,359,,,,13:45,,13:45,HAN,HAN,J,1,2,3,4,,6,
1542,VN,K,,256,2024-05-24,2024-09-04,0000500,0,305,359,,,,13:45,,13:45,HAN,HAN,J,,,,,5,,
1543,VN,K,,106,2024-05-24,2024-09-04,1234500,0,184,321,,,,23:00,,23:00,DAD,DAD,J,1,2,3,4,5,,
1544,VN,K,,106,2024-05-24,2024-09-04,0000060,0,184,321,,,,23:00,,23:00,DAD,DAD,J,,,,,,6,
1545,VN,K,107,,2024-05-24,2024-09-04,0000007,0,184,321,DAD,DAD,3:05,,3:05,,,,J,,,,,,,7
1546,VN,K,107,,2024-05-24,2024-09-04,1234560,0,184,321,DAD,DAD,3:05,,3:05,,,,J,1,2,3,4,5,6,
1547,VN,K,1171,,2024-05-24,2024-09-04,1234560,0,184,321,HPH,HPH,1:40,,1:40,,,,J,1,2,3,4,5,6,
1548,VN,K,,1188,2024-05-24,2024-09-04,0000500,0,184,321,,,,13:30,,13:30,HPH,HPH,J,,,,,5,,
1549,VN,K,1171,,2024-05-24,2024-09-04,0000007,0,184,321,HPH,HPH,1:40,,1:40,,,,J,,,,,,,7
1550,VN,K,,1404,2024-05-24,2024-09-04,0200000,0,203,321,,,,0:20,,0:20,VDH,VDH,J,,2,,,,,
1551,VN,K,1269,,2024-05-24,2024-09-04,0000007,0,184,321,VII,VII,16:55,,16:55,,,,J,,,,,,,7
1552,VN,K,,1404,2024-05-24,2024-09-04,0000060,0,203,321,,,,0:20,,0:20,VDH,VDH,J,,,,,,6,
1553,VN,K,,1404,2024-05-24,2024-09-04,0004000,0,203,321,,,,0:20,,0:20,VDH,VDH,J,,,,4,,,
1554,VN,K,1661,,2024-05-24,2024-09-04,0204060,0,203,321,TBB,TBB,4:15,,4:15,,,,J,,2,,4,,6,
1555,VN,K,,1468,2024-05-24,2024-09-04,0204060,0,184,321,,,,11:00,,11:00,VCL,VCL,J,,2,,4,,6,
1556,VN,K,,1660,2024-05-24,2024-09-04,0204000,0,203,321,,,,0:40,,0:40,TBB,TBB,J,,2,,4,,,
1557,VN,K,,1660,2024-05-24,2024-09-04,0000060,0,203,321,,,,0:40,,0:40,TBB,TBB,J,,,,,,6,
1558,VN,K,1269,,2024-05-24,2024-09-04,0030500,0,184,321,VII,VII,16:55,,16:55,,,,J,,,3,,5,,
1559,VN,K,,1272,2024-05-24,2024-09-04,1034500,0,184,321,,,,23:45,,23:45,THD,THD,J,1,,3,4,5,,
1560,VN,K,,1272,2024-05-24,2024-09-04,0200000,0,184,321,,,,23:45,,23:45,THD,THD,J,,2,,,,,
1561,VN,K,,1272,2024-05-24,2024-09-04,0000007,0,184,321,,,,23:45,,23:45,THD,THD,J,,,,,,,7
1562,VN,K,,1272,2024-05-24,2024-09-04,0000060,0,184,321,,,,23:45,,23:45,THD,THD,J,,,,,,6,
1563,VN,K,1273,,2024-05-24,2024-09-04,1234500,0,184,321,THD,THD,4:40,,4:40,,,,J,1,2,3,4,5,,
1564,VN,K,1273,,2024-05-24,2024-09-04,0000007,0,184,321,THD,THD,4:40,,4:40,,,,J,,,,,,,7
1565,VN,K,1273,,2024-05-24,2024-09-04,0000060,0,184,321,THD,THD,4:40,,4:40,,,,J,,,,,,6,
1566,VN,K,1393,,2024-05-24,2024-09-04,0204060,0,184,321,UIH,UIH,3:40,,3:40,,,,J,,2,,4,,6,
1567,VN,K,,1392,2024-05-24,2024-09-04,0000060,0,184,321,,,,0:00,,0:00,UIH,UIH,J,,,,,,6,
1568,VN,K,1828,,2024-05-24,2024-09-04,0000007,0,184,321,PQC,PQC,11:45,,11:45,,,,J,,,,,,,7
1569,VN,K,1828,,2024-05-24,2024-09-04,1000000,0,184,321,PQC,PQC,11:45,,11:45,,,,J,1,,,,,,
1570,VN,K,,1829,2024-05-24,2024-09-04,0230060,0,184,321,,,,8:40,,8:40,PQC,PQC,J,,2,3,,,6,
1571,VN,K,,1829,2024-05-24,2024-09-04,0000500,0,184,321,,,,8:40,,8:40,PQC,PQC,J,,,,,5,,
1572,VN,K,,1829,2024-05-24,2024-09-04,0000007,0,184,321,,,,8:40,,8:40,PQC,PQC,J,,,,,,,7
1573,VN,K,1828,,2024-05-24,2024-09-04,0234560,0,184,321,PQC,PQC,11:45,,11:45,,,,J,,2,3,4,5,6,
1574,VN,K,1377,,2024-05-24,2024-09-04,0000007,0,184,321,HUI,HUI,16:05,,16:05,,,,J,,,,,,,7
1575,VN,K,,1821,2024-05-24,2024-09-04,0000007,0,203,321,,,,23:00,,23:00,PQC,PQC,J,,,,,,,7
1576,VN,K,,1821,2024-05-24,2024-09-04,1234500,0,203,321,,,,23:00,,23:00,PQC,PQC,J,1,2,3,4,5,,
1577,VN,K,,1821,2024-05-24,2024-09-04,0000060,0,203,321,,,,23:00,,23:00,PQC,PQC,J,,,,,,6,
1578,VN,K,1820,,2024-05-24,2024-09-04,0234000,0,203,321,PQC,PQC,2:10,,2:10,,,,J,,2,3,4,,,
1579,VN,K,1820,,2024-05-24,2024-09-04,0000007,0,203,321,PQC,PQC,2:10,,2:10,,,,J,,,,,,,7
1580,VN,K,1820,,2024-05-24,2024-09-04,1000560,0,203,321,PQC,PQC,2:10,,2:10,,,,J,1,,,,5,6,
1581,VN,K,,1829,2024-05-24,2024-09-04,1000000,0,184,321,,,,8:40,,8:40,PQC,PQC,J,1,,,,,,
1582,VN,K,7381,,2024-05-24,2024-08-30,0000500,0,184,321,DLI,DLI,1:50,,1:50,,,,J,,,,,5,,
1583,VN,K,261,,2024-05-24,2024-09-01,0000567,0,305,359,HAN,HAN,14:00,,14:00,,,,J,,,,,5,6,7
1584,VN,K,,272,2024-05-24,2024-09-01,0000567,0,305,359,,,,8:30,,8:30,HAN,HAN,J,,,,,5,6,7
1585,VN,K,7381,,2024-05-26,2024-06-23,0000007,0,184,321,DLI,DLI,1:50,,1:50,,,,J,,,,,,,7
1586,VN,K,1890,,2024-05-26,2024-09-01,0000007,0,68,AT7,VCS,VCS,0:45,,0:45,,,,J,,,,,,,7
1587,VN,K,261,,2024-05-27,2024-09-03,1200000,0,305,359,HAN,HAN,14:00,,14:00,,,,J,1,2,,,,,
1588,VN,K,7381,,2024-05-27,2024-08-28,1030000,0,184,321,DLI,DLI,1:50,,1:50,,,,J,1,,3,,,,
1589,VN,K,,272,2024-05-27,2024-09-03,0200000,0,305,359,,,,8:30,,8:30,HAN,HAN,J,,2,,,,,
1590,VN,K,,272,2024-05-29,2024-08-29,0034000,0,305,359,,,,8:30,,8:30,HAN,HAN,J,,,3,4,,,
1591,VN,K,,1396,2024-05-29,2024-09-04,0030000,0,184,321,,,,11:00,,11:00,UIH,UIH,J,,,3,,,,
1592,VN,K,261,,2024-05-29,2024-08-29,0034000,0,305,359,HAN,HAN,14:00,,14:00,,,,J,,,3,4,,,
1593,VN,K,,7380,2024-05-31,2024-08-31,1204060,0,184,321,,,,23:00,,23:00,DLI,DLI,G,1,2,,4,,6,
1594,VN,K,,7392,2024-06-01,2024-08-31,0230500,0,184,321,,,,2:25,,2:25,UIH,UIH,G,,2,3,,5,,
1595,VN,K,7113,,2024-06-01,2024-08-31,0000060,0,184,321,DAD,DAD,16:40,,16:40,,,,G,,,,,,6,
1596,VN,K,,7823,2024-06-01,2024-07-31,1234500,0,184,321,,,,6:50,,6:50,PQC,PQC,G,1,2,3,4,5,,
1597,VN,K,7103,,2024-06-01,2024-08-31,0000007,0,184,321,DAD,DAD,7:50,,7:50,,,,G,,,,,,,7
1598,VN,K,7103,,2024-06-01,2024-08-31,0200000,0,184,321,DAD,DAD,7:30,,7:30,,,,G,,2,,,,,
1599,VN,K,7103,,2024-06-01,2024-08-31,0030000,0,184,321,DAD,DAD,7:45,,7:45,,,,G,,,3,,,,
1600,VN,K,,7104,2024-06-01,2024-08-31,0200060,0,184,321,,,,8:30,,8:30,DAD,DAD,G,,2,,,,6,
1601,VN,K,,7104,2024-06-01,2024-08-31,0000007,0,184,321,,,,8:20,,8:20,DAD,DAD,G,,,,,,,7
1602,VN,K,7113,,2024-06-01,2024-08-31,0230000,0,184,321,DAD,DAD,13:50,,13:50,,,,G,,2,3,,,,
1603,VN,K,7113,,2024-06-01,2024-08-31,1000000,0,184,321,DAD,DAD,6:55,,6:55,,,,G,1,,,,,,
1604,VN,K,30,,2024-06-02,2024-10-20,1000000,0,274,789,FRA,FRA,0:35,,0:35,,,,U,1,,,,,,
1605,VN,K,,781,2024-06-06,2024-08-29,0004000,0,305,359,,,,14:15,,14:15,MEL,MEL,J,,,,4,,,
1606,VN,K,341,,2024-06-06,2024-10-24,0004000,0,184,321,NGO,NGO,5:45,,5:45,,,,J,,,,4,,,
1607,VN,K,,142,2024-06-06,2024-08-29,0004000,0,178,321,,,,14:15,,14:15,DAD,DAD,J,,,,4,,,
1608,VN,K,143,,2024-06-06,2024-09-01,0004567,0,178,321,DAD,DAD,13:30,,13:30,,,,J,,,,4,5,6,7
1609,VN,K,,781,2024-06-07,2024-08-02,0000500,0,305,359,,,,14:15,,14:15,MEL,MEL,J,,,,,5,,
1610,VN,K,1351,,2024-06-09,2024-09-01,0000007,0,184,321,CXR,CXR,14:50,,14:50,,,,J,,,,,,,7
1611,VN,K,143,,2024-06-10,2024-09-02,1000000,0,178,321,DAD,DAD,13:30,,13:30,,,,J,1,,,,,,
1612,VN,K,,781,2024-06-10,2024-08-05,1000000,0,305,359,,,,14:15,,14:15,MEL,MEL,J,1,,,,,,
1613,VN,K,,1378,2024-06-11,2024-07-02,0200000,0,184,321,,,,13:00,,13:00,HUI,HUI,J,,2,,,,,
1614,VN,K,143,,2024-06-12,2024-08-28,0030000,0,178,321,DAD,DAD,13:30,,13:30,,,,J,,,3,,,,
1615,VN,K,,142,2024-06-12,2024-08-28,0030000,0,178,321,,,,14:15,,14:15,DAD,DAD,J,,,3,,,,
1616,VN,K,,781,2024-06-12,2024-08-28,0030000,0,305,359,,,,14:15,,14:15,MEL,MEL,J,,,3,,,,
1617,VN,K,,655,2024-06-13,2024-10-24,0004000,0,184,321,,,,7:20,,7:20,SIN,SIN,J,,,,4,,,
1618,VN,K,30,,2024-06-21,2024-10-26,0000500,0,274,789,FRA,FRA,0:35,,0:35,,,,J,,,,,5,,
1619,VN,K,1890,,2024-06-21,2024-09-06,0000500,0,68,AT7,VCS,VCS,0:45,,0:45,,,,J,,,,,5,,
1620,VN,K,,7106,2024-06-27,2024-08-18,0000507,0,184,321,,,,13:35,,13:35,DAD,DAD,G,,,,,5,,7
1621,VN,K,,7352,2024-06-27,2024-08-04,1030000,0,184,321,,,,10:30,,10:30,CXR,CXR,G,1,,3,,,,
1622,VN,K,,7352,2024-06-27,2024-08-04,0200507,0,184,321,,,,10:35,,10:35,CXR,CXR,G,,2,,,5,,7
1623,VN,K,7353,,2024-06-27,2024-08-04,1204060,0,184,321,CXR,CXR,13:40,,13:40,,,,G,1,2,,4,,6,
1624,VN,K,7107,,2024-06-27,2024-08-18,1234567,0,184,321,DAD,DAD,17:35,,17:35,,,,G,1,2,3,4,5,6,7
1625,VN,K,,142,2024-06-29,2024-08-31,0000060,0,178,321,,,,14:15,,14:15,DAD,DAD,J,,,,,,6,
1626,VN,K,,781,2024-06-29,2024-08-31,0000060,0,305,359,,,,14:15,,14:15,MEL,MEL,J,,,,,,6,
1627,VN,K,7381,,2024-06-30,2024-09-01,0000007,0,184,321,DLI,DLI,1:50,,1:50,,,,J,,,,,,,7
1628,VN,K,7387,,2024-07-01,2024-07-31,1234000,0,184,321,DLI,DLI,13:15,,13:15,,,,G,1,2,3,4,,,
1629,VN,K,,1286,2024-07-01,2024-10-25,1030000,0,184,321,,,,22:50,,22:50,VDO,VDO,J,1,,3,,,,
1630,VN,K,,7825,2024-07-01,2024-07-31,0004500,0,184,321,,,,14:10,,14:10,PQC,PQC,G,,,,4,5,,
1631,VN,K,,7825,2024-07-01,2024-07-31,0200000,0,184,321,,,,13:40,,13:40,PQC,PQC,G,,2,,,,,
1632,VN,K,,1380,2024-07-04,2024-08-29,0004000,0,184,321,,,,0:05,,0:05,DLI,DLI,J,,,,4,,,
1633,VN,K,7387,,2024-07-05,2024-07-27,0000060,0,184,321,DLI,DLI,12:45,,12:45,,,,G,,,,,,6,
1634,VN,K,7387,,2024-07-05,2024-07-27,0000500,0,184,321,DLI,DLI,12:45,,12:45,,,,G,,,,,5,,
1635,VN,K,,1286,2024-07-05,2024-08-09,0000500,0,184,321,,,,22:50,,22:50,VDO,VDO,J,,,,,5,,
1636,VN,K,1890,,2024-07-06,2024-10-26,0000060,0,68,AT7,VCS,VCS,0:45,,0:45,,,,J,,,,,,6,
1637,VN,K,7387,,2024-07-07,2024-07-28,0000007,0,184,321,DLI,DLI,15:55,,15:55,,,,G,,,,,,,7
1638,VN,K,1381,,2024-07-07,2024-09-01,0000007,0,184,321,DLI,DLI,2:45,,2:45,,,,J,,,,,,,7
1639,VN,K,135,,2024-07-08,2024-09-02,1000000,0,184,321,DAD,DAD,12:15,,12:15,,,,J,1,,,,,,
1640,VN,K,,1378,2024-07-09,2024-09-03,0200000,0,184,321,,,,13:00,,13:00,HUI,HUI,J,,2,,,,,
1641,VN,K,143,,2024-07-09,2024-09-03,0200000,0,178,321,DAD,DAD,13:30,,13:30,,,,J,,2,,,,,
1642,VN,K,,1380,2024-07-10,2024-09-04,0030000,0,184,321,,,,0:05,,0:05,DLI,DLI,J,,,3,,,,
1643,VN,K,,1380,2024-07-12,2024-08-30,0000500,0,184,321,,,,0:05,,0:05,DLI,DLI,J,,,,,5,,
1644,VN,K,,1464,2024-07-15,2024-10-20,0000007,0,184,321,,,,4:55,,4:55,VCL,VCL,J,,,,,,,7
